Data;Wojewodztwo;Liczba wykonanych testów
17.09.2020;Mazowieckie;4263
17.09.2020;Opolskie;193
17.09.2020;Podkarpackie;336
17.09.2020;Podlaskie;441
17.09.2020;Pomorskie;1905
17.09.2020;Śląskie;2606
17.09.2020;Świętokrzyskie;357
17.09.2020;Warmińsko-Mazurskie;523
17.09.2020;Wielkopolskie;1270
17.09.2020;Zachodniopomorskie;1100
18.09.2020;Dolnośląskie;1476
18.09.2020;Kujawsko-Pomorskie;1566
18.09.2020;Lubelskie;792
18.09.2020;Lubuskie;218
18.09.2020;Łódzkie;1544
18.09.2020;Małopolskie;1831
18.09.2020;Mazowieckie;4589
18.09.2020;Opolskie;236
18.09.2020;Podkarpackie;147
18.09.2020;Podlaskie;506
18.09.2020;Pomorskie;1773
18.09.2020;Śląskie;2419
18.09.2020;Świętokrzyskie;478
18.09.2020;Warmińsko-Mazurskie;421
18.09.2020;Wielkopolskie;2304
18.09.2020;Zachodniopomorskie;914
19.09.2020;Dolnośląskie;1344
19.09.2020;Kujawsko-Pomorskie;1571
19.09.2020;Lubelskie;944
19.09.2020;Lubuskie;170
19.09.2020;Łódzkie;1340
19.09.2020;Małopolskie;2169
19.09.2020;Mazowieckie;3962
19.09.2020;Opolskie;327
19.09.2020;Podkarpackie;421
19.09.2020;Podlaskie;229
19.09.2020;Pomorskie;2254
19.09.2020;Śląskie;2282
19.09.2020;Świętokrzyskie;593
19.09.2020;Warmińsko-Mazurskie;231
19.09.2020;Wielkopolskie;2171
19.09.2020;Zachodniopomorskie;1085
20.09.2020;Dolnośląskie;783
20.09.2020;Kujawsko-Pomorskie;912
20.09.2020;Lubelskie;596
20.09.2020;Lubuskie;183
20.09.2020;Łódzkie;678
20.09.2020;Małopolskie;1271
20.09.2020;Mazowieckie;3179
20.09.2020;Opolskie;324
20.09.2020;Podkarpackie;234
20.09.2020;Podlaskie;266
20.09.2020;Pomorskie;1716
20.09.2020;Śląskie;1579
20.09.2020;Świętokrzyskie;278
20.09.2020;Warmińsko-Mazurskie;290
20.09.2020;Wielkopolskie;1938
20.09.2020;Zachodniopomorskie;724
21.09.2020;Dolnośląskie;298
21.09.2020;Kujawsko-Pomorskie;996
21.09.2020;Lubelskie;244
21.09.2020;Lubuskie;225
21.09.2020;Łódzkie;1607
21.09.2020;Małopolskie;966
21.09.2020;Mazowieckie;2272
21.09.2020;Opolskie;262
21.09.2020;Podkarpackie;260
21.09.2020;Podlaskie;579
21.09.2020;Pomorskie;1055
21.09.2020;Śląskie;1499
21.09.2020;Świętokrzyskie;265
21.09.2020;Warmińsko-Mazurskie;349
21.09.2020;Wielkopolskie;819
21.09.2020;Zachodniopomorskie;638
22.09.2020;Dolnośląskie;1646
22.09.2020;Kujawsko-Pomorskie;1784
22.09.2020;Lubelskie;1007
22.09.2020;Lubuskie;228
22.09.2020;Łódzkie;1825
22.09.2020;Małopolskie;1612
22.09.2020;Mazowieckie;3961
22.09.2020;Opolskie;296
22.09.2020;Podkarpackie;1966
22.09.2020;Podlaskie;539
22.09.2020;Pomorskie;1912
22.09.2020;Śląskie;2832
22.09.2020;Świętokrzyskie;752
22.09.2020;Warmińsko-Mazurskie;531
22.09.2020;Wielkopolskie;1792
22.09.2020;Zachodniopomorskie;1186
23.09.2020;Dolnośląskie;1880
23.09.2020;Kujawsko-Pomorskie;1620
23.09.2020;Lubelskie;917
23.09.2020;Lubuskie;204
23.09.2020;Łódzkie;1515
23.09.2020;Małopolskie;2250
23.09.2020;Mazowieckie;4609
23.09.2020;Opolskie;313
23.09.2020;Podkarpackie;231
23.09.2020;Podlaskie;515
23.09.2020;Pomorskie;2241
23.09.2020;Śląskie;2967
23.09.2020;Świętokrzyskie;694
23.09.2020;Warmińsko-Mazurskie;516
23.09.2020;Wielkopolskie;1962
23.09.2020;Zachodniopomorskie;1250
24.09.2020;Dolnośląskie;1956
24.09.2020;Kujawsko-Pomorskie;1614
24.09.2020;Lubelskie;832
24.09.2020;Lubuskie;309
24.09.2020;Łódzkie;1519
24.09.2020;Małopolskie;2370
24.09.2020;Mazowieckie;5008
24.09.2020;Opolskie;289
24.09.2020;Podkarpackie;310
24.09.2020;Podlaskie;631
24.09.2020;Pomorskie;2012
24.09.2020;Śląskie;2614
24.09.2020;Świętokrzyskie;498
24.09.2020;Warmińsko-Mazurskie;511
24.09.2020;Wielkopolskie;1771
24.09.2020;Zachodniopomorskie;1178
25.09.2020;Dolnośląskie;1408
25.09.2020;Kujawsko-Pomorskie;1584
25.09.2020;Lubelskie;715
25.09.2020;Lubuskie;203
25.09.2020;Łódzkie;1899
25.09.2020;Małopolskie;1708
25.09.2020;Mazowieckie;5091
25.09.2020;Opolskie;291
25.09.2020;Podkarpackie;267
25.09.2020;Podlaskie;653
25.09.2020;Pomorskie;1914
25.09.2020;Śląskie;2553
25.09.2020;Świętokrzyskie;673
25.09.2020;Warmińsko-Mazurskie;530
25.09.2020;Wielkopolskie;2482
25.09.2020;Zachodniopomorskie;1219
26.09.2020;Dolnośląskie;1495
26.09.2020;Kujawsko-Pomorskie;1614
26.09.2020;Lubelskie;927
26.09.2020;Lubuskie;248
26.09.2020;Łódzkie;1612
26.09.2020;Małopolskie;2367
26.09.2020;Mazowieckie;4700
26.09.2020;Opolskie;202
26.09.2020;Podkarpackie;214
26.09.2020;Podlaskie;371
26.09.2020;Pomorskie;2283
26.09.2020;Śląskie;2415
26.09.2020;Świętokrzyskie;771
26.09.2020;Warmińsko-Mazurskie;438
26.09.2020;Wielkopolskie;2102
26.09.2020;Zachodniopomorskie;1666
27.09.2020;Dolnośląskie;1224
27.09.2020;Kujawsko-Pomorskie;1089
27.09.2020;Lubelskie;758
27.09.2020;Lubuskie;242
27.09.2020;Łódzkie;623
27.09.2020;Małopolskie;1309
27.09.2020;Mazowieckie;3966
27.09.2020;Opolskie;312
27.09.2020;Podkarpackie;166
27.09.2020;Podlaskie;309
27.09.2020;Pomorskie;1905
27.09.2020;Śląskie;1316
27.09.2020;Świętokrzyskie;389
27.09.2020;Warmińsko-Mazurskie;286
27.09.2020;Wielkopolskie;2225
27.09.2020;Zachodniopomorskie;938
28.09.2020;Dolnośląskie;651
28.09.2020;Kujawsko-Pomorskie;1065
28.09.2020;Lubelskie;305
28.09.2020;Lubuskie;362
28.09.2020;Łódzkie;1787
28.09.2020;Małopolskie;1223
28.09.2020;Mazowieckie;2157
28.09.2020;Opolskie;243
28.09.2020;Podkarpackie;271
28.09.2020;Podlaskie;864
28.09.2020;Pomorskie;1472
28.09.2020;Śląskie;1954
28.09.2020;Świętokrzyskie;261
28.09.2020;Warmińsko-Mazurskie;297
28.09.2020;Wielkopolskie;1263
28.09.2020;Zachodniopomorskie;861
29.09.2020;Dolnośląskie;1659
29.09.2020;Kujawsko-Pomorskie;2269
29.09.2020;Lubelskie;1210
29.09.2020;Lubuskie;334
29.09.2020;Łódzkie;2200
29.09.2020;Małopolskie;2024
29.09.2020;Mazowieckie;4892
29.09.2020;Opolskie;298
29.09.2020;Podkarpackie;81
29.09.2020;Podlaskie;880
29.09.2020;Pomorskie;2161
29.09.2020;Śląskie;3403
29.09.2020;Świętokrzyskie;911
29.09.2020;Warmińsko-Mazurskie;674
29.09.2020;Wielkopolskie;2205
29.09.2020;Zachodniopomorskie;1326
30.09.2020;Dolnośląskie;2019
30.09.2020;Kujawsko-Pomorskie;2104
30.09.2020;Lubelskie;1164
30.09.2020;Lubuskie;287
30.09.2020;Łódzkie;1900
30.09.2020;Małopolskie;2868
30.09.2020;Mazowieckie;6117
30.09.2020;Opolskie;308
30.09.2020;Podkarpackie;75
30.09.2020;Podlaskie;1034
30.09.2020;Pomorskie;2969
30.09.2020;Śląskie;3624
30.09.2020;Świętokrzyskie;712
30.09.2020;Warmińsko-Mazurskie;701
30.09.2020;Wielkopolskie;3285
30.09.2020;Zachodniopomorskie;1740
01.10.2020;Dolnośląskie;2254
01.10.2020;Kujawsko-Pomorskie;2738
01.10.2020;Lubelskie;1331
01.10.2020;Lubuskie;303
01.10.2020;Łódzkie;2065
01.10.2020;Małopolskie;2150
01.10.2020;Mazowieckie;5736
01.10.2020;Opolskie;288
01.10.2020;Podkarpackie;131
01.10.2020;Podlaskie;1040
01.10.2020;Pomorskie;2204
01.10.2020;Śląskie;3469
01.10.2020;Świętokrzyskie;797
01.10.2020;Warmińsko-Mazurskie;795
01.10.2020;Wielkopolskie;2451
01.10.2020;Zachodniopomorskie;1616
02.10.2020;Dolnośląskie;2122
02.10.2020;Kujawsko-Pomorskie;2060
02.10.2020;Lubelskie;1581
02.10.2020;Lubuskie;340
02.10.2020;Łódzkie;1903
02.10.2020;Małopolskie;2089
02.10.2020;Mazowieckie;5760
02.10.2020;Opolskie;263
02.10.2020;Podkarpackie;380
02.10.2020;Podlaskie;1060
02.10.2020;Pomorskie;2164
02.10.2020;Śląskie;4098
02.10.2020;Świętokrzyskie;940
02.10.2020;Warmińsko-Mazurskie;710
02.10.2020;Wielkopolskie;2735
02.10.2020;Zachodniopomorskie;1596
03.10.2020;Dolnośląskie;1981
03.10.2020;Kujawsko-Pomorskie;2379
03.10.2020;Lubelskie;1533
03.10.2020;Lubuskie;295
03.10.2020;Łódzkie;1927
03.10.2020;Małopolskie;2750
03.10.2020;Mazowieckie;5253
03.10.2020;Opolskie;305
03.10.2020;Podkarpackie;429
03.10.2020;Podlaskie;602
03.10.2020;Pomorskie;2294
03.10.2020;Śląskie;3618
03.10.2020;Świętokrzyskie;1274
03.10.2020;Warmińsko-Mazurskie;543
03.10.2020;Wielkopolskie;3256
03.10.2020;Zachodniopomorskie;1754
04.10.2020;Dolnośląskie;1411
04.10.2020;Kujawsko-Pomorskie;1513
04.10.2020;Lubelskie;1262
04.10.2020;Lubuskie;422
04.10.2020;Łódzkie;606
04.10.2020;Małopolskie;1681
04.10.2020;Mazowieckie;4462
04.10.2020;Opolskie;192
04.10.2020;Podkarpackie;178
04.10.2020;Podlaskie;462
04.10.2020;Pomorskie;1819
04.10.2020;Śląskie;2068
04.10.2020;Świętokrzyskie;776
04.10.2020;Warmińsko-Mazurskie;588
04.10.2020;Wielkopolskie;2345
04.10.2020;Zachodniopomorskie;820
05.10.2020;Dolnośląskie;1634
05.10.2020;Kujawsko-Pomorskie;1517
05.10.2020;Lubelskie;477
05.10.2020;Lubuskie;300
05.10.2020;Łódzkie;2093
05.10.2020;Małopolskie;1529
05.10.2020;Mazowieckie;3365
05.10.2020;Opolskie;112
05.10.2020;Podkarpackie;147
05.10.2020;Podlaskie;1261
05.10.2020;Pomorskie;1358
05.10.2020;Śląskie;2160
05.10.2020;Świętokrzyskie;571
05.10.2020;Warmińsko-Mazurskie;408
05.10.2020;Wielkopolskie;1199
05.10.2020;Zachodniopomorskie;1164
06.10.2020;Dolnośląskie;1951
06.10.2020;Kujawsko-Pomorskie;2564
06.10.2020;Lubelskie;1506
06.10.2020;Lubuskie;274
06.10.2020;Łódzkie;2201
06.10.2020;Małopolskie;2278
06.10.2020;Mazowieckie;5439
06.10.2020;Opolskie;253
06.10.2020;Podkarpackie;122
06.10.2020;Podlaskie;1078
06.10.2020;Pomorskie;2240
06.10.2020;Śląskie;4352
06.10.2020;Świętokrzyskie;1233
06.10.2020;Warmińsko-Mazurskie;568
06.10.2020;Wielkopolskie;2943
06.10.2020;Zachodniopomorskie;1620
07.10.2020;Dolnośląskie;2994
07.10.2020;Kujawsko-Pomorskie;2513
07.10.2020;Lubelskie;1339
07.10.2020;Lubuskie;441
07.10.2020;Łódzkie;2760
07.10.2020;Małopolskie;3052
07.10.2020;Mazowieckie;6638
07.10.2020;Opolskie;347
07.10.2020;Podkarpackie;213
07.10.2020;Podlaskie;1145
07.10.2020;Pomorskie;2368
07.10.2020;Śląskie;4698
07.10.2020;Świętokrzyskie;1508
07.10.2020;Warmińsko-Mazurskie;879
07.10.2020;Wielkopolskie;3155
07.10.2020;Zachodniopomorskie;1936
08.10.2020;Dolnośląskie;2800
08.10.2020;Kujawsko-Pomorskie;3048
08.10.2020;Lubelskie;1714
08.10.2020;Lubuskie;436
08.10.2020;Łódzkie;2405
08.10.2020;Małopolskie;2926
08.10.2020;Mazowieckie;7545
08.10.2020;Opolskie;286
08.10.2020;Podkarpackie;506
08.10.2020;Podlaskie;1376
08.10.2020;Pomorskie;3201
08.10.2020;Śląskie;5989
08.10.2020;Świętokrzyskie;1466
08.10.2020;Warmińsko-Mazurskie;733
08.10.2020;Wielkopolskie;3551
08.10.2020;Zachodniopomorskie;1957
09.10.2020;Dolnośląskie;3208
09.10.2020;Kujawsko-Pomorskie;2540
09.10.2020;Lubelskie;2032
09.10.2020;Lubuskie;406
09.10.2020;Łódzkie;2678
09.10.2020;Małopolskie;3000
09.10.2020;Mazowieckie;6294
09.10.2020;Opolskie;352
09.10.2020;Podkarpackie;285
09.10.2020;Podlaskie;1351
09.10.2020;Pomorskie;3486
09.10.2020;Śląskie;5738
09.10.2020;Świętokrzyskie;1244
09.10.2020;Warmińsko-Mazurskie;1070
09.10.2020;Wielkopolskie;4576
09.10.2020;Zachodniopomorskie;1864
10.10.2020;Dolnośląskie;3116
10.10.2020;Kujawsko-Pomorskie;2220
10.10.2020;Lubelskie;2015
10.10.2020;Lubuskie;342
10.10.2020;Łódzkie;2578
10.10.2020;Małopolskie;2894
10.10.2020;Mazowieckie;7187
10.10.2020;Opolskie;394
10.10.2020;Podkarpackie;254
10.10.2020;Podlaskie;697
10.10.2020;Pomorskie;3202
10.10.2020;Śląskie;6549
10.10.2020;Świętokrzyskie;1716
10.10.2020;Warmińsko-Mazurskie;698
10.10.2020;Wielkopolskie;4037
10.10.2020;Zachodniopomorskie;2043
11.10.2020;Dolnośląskie;2270
11.10.2020;Kujawsko-Pomorskie;1840
11.10.2020;Lubelskie;1679
11.10.2020;Lubuskie;295
11.10.2020;Łódzkie;1997
11.10.2020;Małopolskie;2617
11.10.2020;Mazowieckie;3983
11.10.2020;Opolskie;307
11.10.2020;Podkarpackie;544
11.10.2020;Podlaskie;586
11.10.2020;Pomorskie;2950
11.10.2020;Śląskie;3534
11.10.2020;Świętokrzyskie;849
11.10.2020;Warmińsko-Mazurskie;798
11.10.2020;Wielkopolskie;2906
11.10.2020;Zachodniopomorskie;1296
12.10.2020;Dolnośląskie;1795
12.10.2020;Kujawsko-Pomorskie;597
12.10.2020;Lubelskie;417
12.10.2020;Lubuskie;428
12.10.2020;Łódzkie;761
12.10.2020;Małopolskie;2392
12.10.2020;Mazowieckie;5050
12.10.2020;Opolskie;433
12.10.2020;Podkarpackie;452
12.10.2020;Podlaskie;1534
12.10.2020;Pomorskie;2438
12.10.2020;Śląskie;3160
12.10.2020;Świętokrzyskie;829
12.10.2020;Warmińsko-Mazurskie;440
12.10.2020;Wielkopolskie;2604
12.10.2020;Zachodniopomorskie;1230
13.10.2020;Dolnośląskie;2698
13.10.2020;Kujawsko-Pomorskie;2790
13.10.2020;Lubelskie;1794
13.10.2020;Lubuskie;567
13.10.2020;Łódzkie;2754
13.10.2020;Małopolskie;2783
13.10.2020;Mazowieckie;6505
13.10.2020;Opolskie;443
13.10.2020;Podkarpackie;540
13.10.2020;Podlaskie;1378
13.10.2020;Pomorskie;3090
13.10.2020;Śląskie;6424
13.10.2020;Świętokrzyskie;1388
13.10.2020;Warmińsko-Mazurskie;1373
13.10.2020;Wielkopolskie;3213
13.10.2020;Zachodniopomorskie;2082
14.10.2020;Dolnośląskie;4266
14.10.2020;Kujawsko-Pomorskie;2866
14.10.2020;Lubelskie;2056
14.10.2020;Lubuskie;507
14.10.2020;Łódzkie;3611
14.10.2020;Małopolskie;3763
14.10.2020;Mazowieckie;8949
14.10.2020;Opolskie;561
14.10.2020;Podkarpackie;990
14.10.2020;Podlaskie;1360
14.10.2020;Pomorskie;3964
14.10.2020;Śląskie;7688
14.10.2020;Świętokrzyskie;1808
14.10.2020;Warmińsko-Mazurskie;1103
14.10.2020;Wielkopolskie;4738
14.10.2020;Zachodniopomorskie;2428
15.10.2020;Dolnośląskie;4585
15.10.2020;Kujawsko-Pomorskie;2548
15.10.2020;Lubelskie;2423
15.10.2020;Lubuskie;497
15.10.2020;Łódzkie;3509
15.10.2020;Małopolskie;3615
15.10.2020;Mazowieckie;7435
15.10.2020;Opolskie;531
15.10.2020;Podkarpackie;1510
15.10.2020;Podlaskie;1497
15.10.2020;Pomorskie;3302
15.10.2020;Śląskie;8375
15.10.2020;Świętokrzyskie;1546
15.10.2020;Warmińsko-Mazurskie;912
15.10.2020;Wielkopolskie;4451
15.10.2020;Zachodniopomorskie;2428
16.10.2020;Dolnośląskie;4246
16.10.2020;Kujawsko-Pomorskie;3371
16.10.2020;Lubelskie;3020
16.10.2020;Lubuskie;481
16.10.2020;Łódzkie;3805
16.10.2020;Małopolskie;3845
16.10.2020;Mazowieckie;9001
16.10.2020;Opolskie;444
16.10.2020;Podkarpackie;1323
16.10.2020;Podlaskie;1534
16.10.2020;Pomorskie;2076
16.10.2020;Śląskie;7178
16.10.2020;Świętokrzyskie;1322
16.10.2020;Warmińsko-Mazurskie;1054
16.10.2020;Wielkopolskie;5492
16.10.2020;Zachodniopomorskie;2328
17.10.2020;Dolnośląskie;3645
17.10.2020;Kujawsko-Pomorskie;2903
17.10.2020;Lubelskie;2801
17.10.2020;Lubuskie;510
17.10.2020;Łódzkie;3987
17.10.2020;Małopolskie;4490
17.10.2020;Mazowieckie;9793
17.10.2020;Opolskie;593
17.10.2020;Podkarpackie;968
17.10.2020;Podlaskie;794
17.10.2020;Pomorskie;2133
17.10.2020;Śląskie;7567
17.10.2020;Świętokrzyskie;1311
17.10.2020;Warmińsko-Mazurskie;1244
17.10.2020;Wielkopolskie;5886
17.10.2020;Zachodniopomorskie;2957
18.10.2020;Dolnośląskie;3147
18.10.2020;Kujawsko-Pomorskie;2766
18.10.2020;Lubelskie;1996
18.10.2020;Lubuskie;392
18.10.2020;Łódzkie;3188
18.10.2020;Małopolskie;3126
18.10.2020;Mazowieckie;7776
18.10.2020;Opolskie;472
18.10.2020;Podkarpackie;624
18.10.2020;Podlaskie;720
18.10.2020;Pomorskie;2092
18.10.2020;Śląskie;5556
18.10.2020;Świętokrzyskie;941
18.10.2020;Warmińsko-Mazurskie;1141
18.10.2020;Wielkopolskie;4528
18.10.2020;Zachodniopomorskie;1374
19.10.2020;Dolnośląskie;2797
19.10.2020;Kujawsko-Pomorskie;2464
19.10.2020;Lubelskie;1122
19.10.2020;Lubuskie;361
19.10.2020;Łódzkie;2513
19.10.2020;Małopolskie;3354
19.10.2020;Mazowieckie;6220
19.10.2020;Opolskie;362
19.10.2020;Podkarpackie;853
19.10.2020;Podlaskie;1503
19.10.2020;Pomorskie;1405
19.10.2020;Śląskie;4654
19.10.2020;Świętokrzyskie;1053
19.10.2020;Warmińsko-Mazurskie;466
19.10.2020;Wielkopolskie;3138
19.10.2020;Zachodniopomorskie;1837
20.10.2020;Dolnośląskie;3248
20.10.2020;Kujawsko-Pomorskie;2316
20.10.2020;Lubelskie;1998
20.10.2020;Lubuskie;494
20.10.2020;Łódzkie;3636
20.10.2020;Małopolskie;3772
20.10.2020;Mazowieckie;9454
20.10.2020;Opolskie;526
20.10.2020;Podkarpackie;255
20.10.2020;Podlaskie;1517
20.10.2020;Pomorskie;2085
20.10.2020;Śląskie;5699
20.10.2020;Świętokrzyskie;1273
20.10.2020;Warmińsko-Mazurskie;1365
20.10.2020;Wielkopolskie;4109
20.10.2020;Zachodniopomorskie;2643
21.10.2020;Dolnośląskie;4062
21.10.2020;Kujawsko-Pomorskie;4011
21.10.2020;Lubelskie;1947
21.10.2020;Lubuskie;533
21.10.2020;Łódzkie;4633
21.10.2020;Małopolskie;3682
21.10.2020;Mazowieckie;9423
21.10.2020;Opolskie;671
21.10.2020;Podkarpackie;2507
21.10.2020;Podlaskie;1858
21.10.2020;Pomorskie;2661
21.10.2020;Śląskie;8857
21.10.2020;Świętokrzyskie;1856
21.10.2020;Warmińsko-Mazurskie;1583
21.10.2020;Wielkopolskie;5701
21.10.2020;Zachodniopomorskie;2944
22.10.2020;Dolnośląskie;4093
22.10.2020;Kujawsko-Pomorskie;3623
22.10.2020;Lubelskie;2035
22.10.2020;Lubuskie;560
22.10.2020;Łódzkie;5135
22.10.2020;Małopolskie;3826
22.10.2020;Mazowieckie;10480
22.10.2020;Opolskie;640
22.10.2020;Podkarpackie;1235
22.10.2020;Podlaskie;1873
22.10.2020;Pomorskie;2633
22.10.2020;Śląskie;10536
22.10.2020;Świętokrzyskie;1670
22.10.2020;Warmińsko-Mazurskie;1461
22.10.2020;Wielkopolskie;6672
22.10.2020;Zachodniopomorskie;2844
23.10.2020;Dolnośląskie;4752
23.10.2020;Kujawsko-Pomorskie;3237
23.10.2020;Lubelskie;2498
23.10.2020;Lubuskie;740
23.10.2020;Łódzkie;3494
23.10.2020;Małopolskie;3523
23.10.2020;Mazowieckie;11146
23.10.2020;Opolskie;607
23.10.2020;Podkarpackie;1060
23.10.2020;Podlaskie;1990
23.10.2020;Pomorskie;2781
23.10.2020;Śląskie;10758
23.10.2020;Świętokrzyskie;1781
23.10.2020;Warmińsko-Mazurskie;1476
23.10.2020;Wielkopolskie;8572
23.10.2020;Zachodniopomorskie;2302
24.10.2020;Dolnośląskie;4066
24.10.2020;Kujawsko-Pomorskie;3583
24.10.2020;Lubelskie;2635
24.10.2020;Lubuskie;714
24.10.2020;Łódzkie;4944
24.10.2020;Małopolskie;3296
24.10.2020;Mazowieckie;10487
24.10.2020;Opolskie;494
24.10.2020;Podkarpackie;193
24.10.2020;Podlaskie;958
24.10.2020;Pomorskie;2837
24.10.2020;Śląskie;12215
24.10.2020;Świętokrzyskie;1637
24.10.2020;Warmińsko-Mazurskie;1528
24.10.2020;Wielkopolskie;7053
24.10.2020;Zachodniopomorskie;2834
25.10.2020;Dolnośląskie;3248
25.10.2020;Kujawsko-Pomorskie;2462
25.10.2020;Lubelskie;2555
25.10.2020;Lubuskie;438
25.10.2020;Łódzkie;4561
25.10.2020;Małopolskie;2507
25.10.2020;Mazowieckie;11596
25.10.2020;Opolskie;460
25.10.2020;Podkarpackie;116
25.10.2020;Podlaskie;923
25.10.2020;Pomorskie;2473
25.10.2020;Śląskie;9764
25.10.2020;Świętokrzyskie;610
25.10.2020;Warmińsko-Mazurskie;974
25.10.2020;Wielkopolskie;6933
25.10.2020;Zachodniopomorskie;1547
26.10.2020;Dolnośląskie;3239
26.10.2020;Kujawsko-Pomorskie;2767
26.10.2020;Lubelskie;1311
26.10.2020;Lubuskie;363
26.10.2020;Łódzkie;4085
26.10.2020;Małopolskie;2651
26.10.2020;Mazowieckie;9448
26.10.2020;Opolskie;390
26.10.2020;Podkarpackie;74
26.10.2020;Podlaskie;2425
26.10.2020;Pomorskie;1721
26.10.2020;Śląskie;11076
26.10.2020;Świętokrzyskie;214
26.10.2020;Warmińsko-Mazurskie;795
26.10.2020;Wielkopolskie;6053
26.10.2020;Zachodniopomorskie;2338
27.10.2020;Dolnośląskie;3979
27.10.2020;Kujawsko-Pomorskie;3646
27.10.2020;Lubelskie;2497
27.10.2020;Lubuskie;628
27.10.2020;Łódzkie;5055
27.10.2020;Małopolskie;3314
27.10.2020;Mazowieckie;11671
27.10.2020;Opolskie;534
27.10.2020;Podkarpackie;1386
27.10.2020;Podlaskie;1967
27.10.2020;Pomorskie;5260
27.10.2020;Śląskie;10197
27.10.2020;Świętokrzyskie;1171
27.10.2020;Warmińsko-Mazurskie;1672
27.10.2020;Wielkopolskie;5802
27.10.2020;Zachodniopomorskie;3433
28.10.2020;Dolnośląskie;4390
28.10.2020;Kujawsko-Pomorskie;3765
28.10.2020;Lubelskie;2148
28.10.2020;Lubuskie;522
28.10.2020;Łódzkie;4765
28.10.2020;Małopolskie;3878
28.10.2020;Mazowieckie;12228
28.10.2020;Opolskie;495
28.10.2020;Podkarpackie;1437
28.10.2020;Podlaskie;1685
28.10.2020;Pomorskie;6213
28.10.2020;Śląskie;12316
28.10.2020;Świętokrzyskie;1483
28.10.2020;Warmińsko-Mazurskie;2054
28.10.2020;Wielkopolskie;7915
28.10.2020;Zachodniopomorskie;2325
29.10.2020;Dolnośląskie;4489
29.10.2020;Kujawsko-Pomorskie;5054
29.10.2020;Lubelskie;2428
29.10.2020;Lubuskie;811
29.10.2020;Łódzkie;5187
29.10.2020;Małopolskie;4046
29.10.2020;Mazowieckie;10888
29.10.2020;Opolskie;535
29.10.2020;Podkarpackie;2694
29.10.2020;Podlaskie;1960
29.10.2020;Pomorskie;6934
29.10.2020;Śląskie;12746
29.10.2020;Świętokrzyskie;1701
29.10.2020;Warmińsko-Mazurskie;2175
29.10.2020;Wielkopolskie;8290
29.10.2020;Zachodniopomorskie;3200
30.10.2020;Dolnośląskie;3689
30.10.2020;Kujawsko-Pomorskie;4005
30.10.2020;Lubelskie;2257
30.10.2020;Lubuskie;170
30.10.2020;Łódzkie;4170
30.10.2020;Małopolskie;4542
30.10.2020;Mazowieckie;13735
30.10.2020;Opolskie;424
30.10.2020;Podkarpackie;2480
30.10.2020;Podlaskie;1789
30.10.2020;Pomorskie;8450
30.10.2020;Śląskie;19816
30.10.2020;Świętokrzyskie;1866
30.10.2020;Warmińsko-Mazurskie;1443
30.10.2020;Wielkopolskie;9509
30.10.2020;Zachodniopomorskie;2167
31.10.2020;Dolnośląskie;4587
31.10.2020;Kujawsko-Pomorskie;3951
31.10.2020;Lubelskie;2390
31.10.2020;Lubuskie;450
31.10.2020;Łódzkie;3571
31.10.2020;Małopolskie;4007
31.10.2020;Mazowieckie;13038
31.10.2020;Opolskie;536
31.10.2020;Podkarpackie;1391
31.10.2020;Podlaskie;1092
31.10.2020;Pomorskie;7383
31.10.2020;Śląskie;12007
31.10.2020;Świętokrzyskie;1898
31.10.2020;Warmińsko-Mazurskie;2146
31.10.2020;Wielkopolskie;9354
31.10.2020;Zachodniopomorskie;3424
01.11.2020;Dolnośląskie;3784
01.11.2020;Kujawsko-Pomorskie;3130
01.11.2020;Lubelskie;1895
01.11.2020;Lubuskie;505
01.11.2020;Łódzkie;2811
01.11.2020;Małopolskie;3366
01.11.2020;Mazowieckie;9836
01.11.2020;Opolskie;419
01.11.2020;Podkarpackie;226
01.11.2020;Podlaskie;873
01.11.2020;Pomorskie;6773
01.11.2020;Śląskie;12614
01.11.2020;Świętokrzyskie;880
01.11.2020;Warmińsko-Mazurskie;1196
01.11.2020;Wielkopolskie;7055
01.11.2020;Zachodniopomorskie;1671
02.11.2020;Dolnośląskie;3500
02.11.2020;Kujawsko-Pomorskie;1937
02.11.2020;Lubelskie;1045
02.11.2020;Lubuskie;413
02.11.2020;Łódzkie;2475
02.11.2020;Małopolskie;2588
02.11.2020;Mazowieckie;11045
02.11.2020;Opolskie;305
02.11.2020;Podkarpackie;520
02.11.2020;Podlaskie;2060
02.11.2020;Pomorskie;4632
02.11.2020;Śląskie;11878
02.11.2020;Świętokrzyskie;783
02.11.2020;Warmińsko-Mazurskie;1430
02.11.2020;Wielkopolskie;6145
02.11.2020;Zachodniopomorskie;1817
03.11.2020;Dolnośląskie;5602
03.11.2020;Kujawsko-Pomorskie;3172
03.11.2020;Lubelskie;1704
03.11.2020;Lubuskie;520
03.11.2020;Łódzkie;3848
03.11.2020;Małopolskie;3579
03.11.2020;Mazowieckie;9948
03.11.2020;Opolskie;463
03.11.2020;Podkarpackie;316
03.11.2020;Podlaskie;1610
03.11.2020;Pomorskie;6137
03.11.2020;Śląskie;9012
03.11.2020;Świętokrzyskie;1056
03.11.2020;Warmińsko-Mazurskie;1774
03.11.2020;Wielkopolskie;5633
03.11.2020;Zachodniopomorskie;2571
04.11.2020;Dolnośląskie;4462
04.11.2020;Kujawsko-Pomorskie;4247
04.11.2020;Lubelskie;2191
