Data;Wojewodztwo;Liczba wykonanych testów
12.06.2020;Pomorskie;1609
12.06.2020;Śląskie;2727
12.06.2020;Świętokrzyskie;316
12.06.2020;Warmińsko-Mazurskie;235
12.06.2020;Wielkopolskie;2521
12.06.2020;Zachodniopomorskie;448
13.06.2020;Dolnośląskie;1105
13.06.2020;Kujawsko-Pomorskie;656
13.06.2020;Lubelskie;904
13.06.2020;Lubuskie;206
13.06.2020;Łódzkie;1321
13.06.2020;Małopolskie;2124
13.06.2020;Mazowieckie;4387
13.06.2020;Opolskie;148
13.06.2020;Podkarpackie;410
13.06.2020;Podlaskie;392
13.06.2020;Pomorskie;1066
13.06.2020;Śląskie;2208
13.06.2020;Świętokrzyskie;188
13.06.2020;Warmińsko-Mazurskie;350
13.06.2020;Wielkopolskie;1320
13.06.2020;Zachodniopomorskie;699
14.06.2020;Dolnośląskie;1108
14.06.2020;Kujawsko-Pomorskie;407
14.06.2020;Lubelskie;361
14.06.2020;Lubuskie;208
14.06.2020;Łódzkie;510
14.06.2020;Małopolskie;1479
14.06.2020;Mazowieckie;3047
14.06.2020;Opolskie;105
14.06.2020;Podkarpackie;222
14.06.2020;Podlaskie;441
14.06.2020;Pomorskie;591
14.06.2020;Śląskie;1169
14.06.2020;Świętokrzyskie;126
14.06.2020;Warmińsko-Mazurskie;217
14.06.2020;Wielkopolskie;2114
14.06.2020;Zachodniopomorskie;382
15.06.2020;Dolnośląskie;1212
15.06.2020;Kujawsko-Pomorskie;625
15.06.2020;Lubelskie;696
15.06.2020;Lubuskie;299
15.06.2020;Łódzkie;1128
15.06.2020;Małopolskie;1053
15.06.2020;Mazowieckie;3084
15.06.2020;Opolskie;76
15.06.2020;Podkarpackie;214
15.06.2020;Podlaskie;778
15.06.2020;Pomorskie;931
15.06.2020;Śląskie;2109
15.06.2020;Świętokrzyskie;588
15.06.2020;Warmińsko-Mazurskie;260
15.06.2020;Wielkopolskie;1145
15.06.2020;Zachodniopomorskie;604
16.06.2020;Dolnośląskie;2046
16.06.2020;Kujawsko-Pomorskie;1108
16.06.2020;Lubelskie;983
16.06.2020;Lubuskie;282
16.06.2020;Łódzkie;1914
16.06.2020;Małopolskie;1855
16.06.2020;Mazowieckie;4496
16.06.2020;Opolskie;349
16.06.2020;Podkarpackie;426
16.06.2020;Podlaskie;713
16.06.2020;Pomorskie;1506
16.06.2020;Śląskie;2382
16.06.2020;Świętokrzyskie;612
16.06.2020;Warmińsko-Mazurskie;580
16.06.2020;Wielkopolskie;1581
16.06.2020;Zachodniopomorskie;970
17.06.2020;Dolnośląskie;2583
17.06.2020;Kujawsko-Pomorskie;937
17.06.2020;Lubelskie;908
17.06.2020;Lubuskie;258
17.06.2020;Łódzkie;2221
17.06.2020;Małopolskie;2119
17.06.2020;Mazowieckie;6220
17.06.2020;Opolskie;202
17.06.2020;Podkarpackie;377
17.06.2020;Podlaskie;570
17.06.2020;Pomorskie;1548
17.06.2020;Śląskie;2449
17.06.2020;Świętokrzyskie;506
17.06.2020;Warmińsko-Mazurskie;907
17.06.2020;Wielkopolskie;1655
17.06.2020;Zachodniopomorskie;903
18.06.2020;Dolnośląskie;2181
18.06.2020;Kujawsko-Pomorskie;1056
18.06.2020;Lubelskie;1124
18.06.2020;Lubuskie;290
18.06.2020;Łódzkie;1835
18.06.2020;Małopolskie;1679
18.06.2020;Mazowieckie;5411
18.06.2020;Opolskie;178
18.06.2020;Podkarpackie;327
18.06.2020;Podlaskie;628
18.06.2020;Pomorskie;1176
18.06.2020;Śląskie;2548
18.06.2020;Świętokrzyskie;337
18.06.2020;Warmińsko-Mazurskie;868
18.06.2020;Wielkopolskie;1979
18.06.2020;Zachodniopomorskie;1018
19.06.2020;Dolnośląskie;2135
19.06.2020;Kujawsko-Pomorskie;889
19.06.2020;Lubelskie;832
19.06.2020;Lubuskie;187
19.06.2020;Łódzkie;1611
19.06.2020;Małopolskie;1540
19.06.2020;Mazowieckie;6202
19.06.2020;Opolskie;184
19.06.2020;Podkarpackie;453
19.06.2020;Podlaskie;579
19.06.2020;Pomorskie;2255
19.06.2020;Śląskie;2763
19.06.2020;Świętokrzyskie;569
19.06.2020;Warmińsko-Mazurskie;698
19.06.2020;Wielkopolskie;1811
19.06.2020;Zachodniopomorskie;802
20.06.2020;Dolnośląskie;1875
20.06.2020;Kujawsko-Pomorskie;1004
20.06.2020;Lubelskie;947
20.06.2020;Lubuskie;115
20.06.2020;Łódzkie;1560
20.06.2020;Małopolskie;1758
20.06.2020;Mazowieckie;5751
20.06.2020;Opolskie;201
20.06.2020;Podkarpackie;385
20.06.2020;Podlaskie;334
20.06.2020;Pomorskie;1296
20.06.2020;Śląskie;2185
20.06.2020;Świętokrzyskie;251
20.06.2020;Warmińsko-Mazurskie;494
20.06.2020;Wielkopolskie;2122
20.06.2020;Zachodniopomorskie;813
21.06.2020;Dolnośląskie;1576
21.06.2020;Kujawsko-Pomorskie;468
21.06.2020;Lubelskie;370
21.06.2020;Lubuskie;83
21.06.2020;Łódzkie;521
21.06.2020;Małopolskie;1041
21.06.2020;Mazowieckie;2447
21.06.2020;Opolskie;154
21.06.2020;Podkarpackie;242
21.06.2020;Podlaskie;334
21.06.2020;Pomorskie;1583
21.06.2020;Śląskie;2202
21.06.2020;Świętokrzyskie;182
21.06.2020;Warmińsko-Mazurskie;324
21.06.2020;Wielkopolskie;451
21.06.2020;Zachodniopomorskie;556
22.06.2020;Dolnośląskie;1514
22.06.2020;Kujawsko-Pomorskie;971
22.06.2020;Lubelskie;659
22.06.2020;Lubuskie;131
22.06.2020;Łódzkie;1498
22.06.2020;Małopolskie;623
22.06.2020;Mazowieckie;2245
22.06.2020;Opolskie;138
22.06.2020;Podkarpackie;259
22.06.2020;Podlaskie;616
22.06.2020;Pomorskie;1160
22.06.2020;Śląskie;1478
22.06.2020;Świętokrzyskie;535
22.06.2020;Warmińsko-Mazurskie;352
22.06.2020;Wielkopolskie;1800
22.06.2020;Zachodniopomorskie;746
23.06.2020;Dolnośląskie;2130
23.06.2020;Kujawsko-Pomorskie;1207
23.06.2020;Lubelskie;1177
23.06.2020;Lubuskie;68
23.06.2020;Łódzkie;1618
23.06.2020;Małopolskie;1805
23.06.2020;Mazowieckie;5276
23.06.2020;Opolskie;239
23.06.2020;Podkarpackie;383
23.06.2020;Podlaskie;832
23.06.2020;Pomorskie;1629
23.06.2020;Śląskie;2114
23.06.2020;Świętokrzyskie;621
23.06.2020;Warmińsko-Mazurskie;718
23.06.2020;Wielkopolskie;1049
23.06.2020;Zachodniopomorskie;1013
24.06.2020;Dolnośląskie;2365
24.06.2020;Kujawsko-Pomorskie;1057
24.06.2020;Lubelskie;1150
24.06.2020;Lubuskie;145
24.06.2020;Łódzkie;1818
24.06.2020;Małopolskie;2044
24.06.2020;Mazowieckie;5468
24.06.2020;Opolskie;227
24.06.2020;Podkarpackie;403
24.06.2020;Podlaskie;662
24.06.2020;Pomorskie;1501
24.06.2020;Śląskie;2690
24.06.2020;Świętokrzyskie;374
24.06.2020;Warmińsko-Mazurskie;696
24.06.2020;Wielkopolskie;1656
24.06.2020;Zachodniopomorskie;1290
25.06.2020;Dolnośląskie;2132
25.06.2020;Kujawsko-Pomorskie;1199
25.06.2020;Lubelskie;760
25.06.2020;Lubuskie;117
25.06.2020;Łódzkie;1997
25.06.2020;Małopolskie;1979
25.06.2020;Mazowieckie;4689
25.06.2020;Opolskie;192
25.06.2020;Podkarpackie;540
25.06.2020;Podlaskie;528
25.06.2020;Pomorskie;1395
25.06.2020;Śląskie;3097
25.06.2020;Świętokrzyskie;413
25.06.2020;Warmińsko-Mazurskie;702
25.06.2020;Wielkopolskie;1799
25.06.2020;Zachodniopomorskie;948
26.06.2020;Dolnośląskie;1993
26.06.2020;Kujawsko-Pomorskie;1264
26.06.2020;Lubelskie;999
26.06.2020;Lubuskie;209
26.06.2020;Łódzkie;1567
26.06.2020;Małopolskie;1321
26.06.2020;Mazowieckie;4786
26.06.2020;Opolskie;221
26.06.2020;Podkarpackie;415
26.06.2020;Podlaskie;569
26.06.2020;Pomorskie;1448
26.06.2020;Śląskie;3166
26.06.2020;Świętokrzyskie;363
26.06.2020;Warmińsko-Mazurskie;438
26.06.2020;Wielkopolskie;1028
26.06.2020;Zachodniopomorskie;885
27.06.2020;Dolnośląskie;1821
27.06.2020;Kujawsko-Pomorskie;966
27.06.2020;Lubelskie;1089
27.06.2020;Lubuskie;249
27.06.2020;Łódzkie;773
27.06.2020;Małopolskie;1727
27.06.2020;Mazowieckie;4459
27.06.2020;Opolskie;212
27.06.2020;Podkarpackie;438
27.06.2020;Podlaskie;374
27.06.2020;Pomorskie;1477
27.06.2020;Śląskie;2503
27.06.2020;Świętokrzyskie;310
27.06.2020;Warmińsko-Mazurskie;525
27.06.2020;Wielkopolskie;1254
27.06.2020;Zachodniopomorskie;715
28.06.2020;Dolnośląskie;1284
28.06.2020;Kujawsko-Pomorskie;551
28.06.2020;Lubelskie;317
28.06.2020;Lubuskie;204
28.06.2020;Łódzkie;569
28.06.2020;Małopolskie;666
28.06.2020;Mazowieckie;1699
28.06.2020;Opolskie;150
28.06.2020;Podkarpackie;262
28.06.2020;Podlaskie;338
28.06.2020;Pomorskie;994
28.06.2020;Śląskie;1257
28.06.2020;Świętokrzyskie;100
28.06.2020;Warmińsko-Mazurskie;199
28.06.2020;Wielkopolskie;93
28.06.2020;Zachodniopomorskie;357
29.06.2020;Dolnośląskie;897
29.06.2020;Kujawsko-Pomorskie;887
29.06.2020;Lubelskie;596
29.06.2020;Lubuskie;254
29.06.2020;Łódzkie;1371
29.06.2020;Małopolskie;1089
29.06.2020;Mazowieckie;3349
29.06.2020;Opolskie;180
29.06.2020;Podkarpackie;243
29.06.2020;Podlaskie;709
29.06.2020;Pomorskie;925
29.06.2020;Śląskie;1909
29.06.2020;Świętokrzyskie;542
29.06.2020;Warmińsko-Mazurskie;352
29.06.2020;Wielkopolskie;762
29.06.2020;Zachodniopomorskie;587
30.06.2020;Dolnośląskie;2161
30.06.2020;Kujawsko-Pomorskie;1310
30.06.2020;Lubelskie;872
30.06.2020;Lubuskie;233
30.06.2020;Łódzkie;2436
30.06.2020;Małopolskie;1652
30.06.2020;Mazowieckie;3609
30.06.2020;Opolskie;216
30.06.2020;Podkarpackie;409
30.06.2020;Podlaskie;592
30.06.2020;Pomorskie;1680
30.06.2020;Śląskie;3242
30.06.2020;Świętokrzyskie;401
30.06.2020;Warmińsko-Mazurskie;592
30.06.2020;Wielkopolskie;1369
30.06.2020;Zachodniopomorskie;979
01.07.2020;Dolnośląskie;1741
01.07.2020;Kujawsko-Pomorskie;997
01.07.2020;Lubelskie;557
01.07.2020;Lubuskie;276
01.07.2020;Łódzkie;1758
01.07.2020;Małopolskie;1799
01.07.2020;Mazowieckie;4570
01.07.2020;Opolskie;243
01.07.2020;Podkarpackie;394
01.07.2020;Podlaskie;758
01.07.2020;Pomorskie;1622
01.07.2020;Śląskie;3096
01.07.2020;Świętokrzyskie;352
01.07.2020;Warmińsko-Mazurskie;508
01.07.2020;Wielkopolskie;1457
01.07.2020;Zachodniopomorskie;704
02.07.2020;Dolnośląskie;1714
02.07.2020;Kujawsko-Pomorskie;1031
02.07.2020;Lubelskie;775
02.07.2020;Lubuskie;250
02.07.2020;Łódzkie;1658
02.07.2020;Małopolskie;1649
02.07.2020;Mazowieckie;6229
02.07.2020;Opolskie;195
02.07.2020;Podkarpackie;395
02.07.2020;Podlaskie;702
02.07.2020;Pomorskie;1698
02.07.2020;Śląskie;3564
02.07.2020;Świętokrzyskie;427
02.07.2020;Warmińsko-Mazurskie;533
02.07.2020;Wielkopolskie;1544
02.07.2020;Zachodniopomorskie;818
03.07.2020;Dolnośląskie;1625
03.07.2020;Kujawsko-Pomorskie;835
03.07.2020;Lubelskie;764
03.07.2020;Lubuskie;319
03.07.2020;Łódzkie;1781
03.07.2020;Małopolskie;1856
03.07.2020;Mazowieckie;4283
03.07.2020;Opolskie;157
03.07.2020;Podkarpackie;326
03.07.2020;Podlaskie;636
03.07.2020;Pomorskie;1556
03.07.2020;Śląskie;2329
03.07.2020;Świętokrzyskie;475
03.07.2020;Warmińsko-Mazurskie;401
03.07.2020;Wielkopolskie;2392
03.07.2020;Zachodniopomorskie;807
04.07.2020;Dolnośląskie;1336
04.07.2020;Kujawsko-Pomorskie;909
04.07.2020;Lubelskie;941
04.07.2020;Lubuskie;190
04.07.2020;Łódzkie;786
04.07.2020;Małopolskie;1651
04.07.2020;Mazowieckie;3799
04.07.2020;Opolskie;189
04.07.2020;Podkarpackie;358
04.07.2020;Podlaskie;397
04.07.2020;Pomorskie;1682
04.07.2020;Śląskie;2426
04.07.2020;Świętokrzyskie;267
04.07.2020;Warmińsko-Mazurskie;472
04.07.2020;Wielkopolskie;1509
04.07.2020;Zachodniopomorskie;1007
05.07.2020;Dolnośląskie;1316
05.07.2020;Kujawsko-Pomorskie;527
05.07.2020;Lubelskie;430
05.07.2020;Lubuskie;200
05.07.2020;Łódzkie;47
05.07.2020;Małopolskie;877
05.07.2020;Mazowieckie;3030
05.07.2020;Opolskie;156
05.07.2020;Podkarpackie;230
05.07.2020;Podlaskie;249
05.07.2020;Pomorskie;433
05.07.2020;Śląskie;2205
05.07.2020;Świętokrzyskie;209
05.07.2020;Warmińsko-Mazurskie;211
05.07.2020;Wielkopolskie;1489
05.07.2020;Zachodniopomorskie;416
06.07.2020;Dolnośląskie;1305
06.07.2020;Kujawsko-Pomorskie;853
06.07.2020;Lubelskie;767
06.07.2020;Lubuskie;197
06.07.2020;Łódzkie;1439
06.07.2020;Małopolskie;769
06.07.2020;Mazowieckie;2275
06.07.2020;Opolskie;139
06.07.2020;Podkarpackie;219
06.07.2020;Podlaskie;607
06.07.2020;Pomorskie;713
06.07.2020;Śląskie;1909
06.07.2020;Świętokrzyskie;512
06.07.2020;Warmińsko-Mazurskie;371
06.07.2020;Wielkopolskie;1748
06.07.2020;Zachodniopomorskie;883
07.07.2020;Dolnośląskie;1941
07.07.2020;Kujawsko-Pomorskie;1091
07.07.2020;Lubelskie;791
07.07.2020;Lubuskie;194
07.07.2020;Łódzkie;1864
07.07.2020;Małopolskie;1946
07.07.2020;Mazowieckie;5070
07.07.2020;Opolskie;169
07.07.2020;Podkarpackie;415
07.07.2020;Podlaskie;749
07.07.2020;Pomorskie;1298
07.07.2020;Śląskie;2751
07.07.2020;Świętokrzyskie;421
07.07.2020;Warmińsko-Mazurskie;734
07.07.2020;Wielkopolskie;1454
07.07.2020;Zachodniopomorskie;819
08.07.2020;Dolnośląskie;1721
08.07.2020;Kujawsko-Pomorskie;1043
08.07.2020;Lubelskie;971
08.07.2020;Lubuskie;247
08.07.2020;Łódzkie;1699
08.07.2020;Małopolskie;1529
08.07.2020;Mazowieckie;4466
08.07.2020;Opolskie;218
08.07.2020;Podkarpackie;422
08.07.2020;Podlaskie;536
08.07.2020;Pomorskie;1408
08.07.2020;Śląskie;2731
08.07.2020;Świętokrzyskie;282
08.07.2020;Warmińsko-Mazurskie;468
08.07.2020;Wielkopolskie;1690
08.07.2020;Zachodniopomorskie;985
09.07.2020;Dolnośląskie;1467
09.07.2020;Kujawsko-Pomorskie;946
09.07.2020;Lubelskie;1133
09.07.2020;Lubuskie;259
09.07.2020;Łódzkie;1614
09.07.2020;Małopolskie;2045
09.07.2020;Mazowieckie;3966
09.07.2020;Opolskie;181
09.07.2020;Podkarpackie;270
09.07.2020;Podlaskie;537
09.07.2020;Pomorskie;1502
09.07.2020;Śląskie;2108
09.07.2020;Świętokrzyskie;380
09.07.2020;Warmińsko-Mazurskie;658
09.07.2020;Wielkopolskie;1743
09.07.2020;Zachodniopomorskie;955
10.07.2020;Dolnośląskie;2766
10.07.2020;Kujawsko-Pomorskie;896
10.07.2020;Lubelskie;1011
10.07.2020;Lubuskie;271
10.07.2020;Łódzkie;1606
10.07.2020;Małopolskie;1987
10.07.2020;Mazowieckie;4255
10.07.2020;Opolskie;217
10.07.2020;Podkarpackie;505
10.07.2020;Podlaskie;631
10.07.2020;Pomorskie;1685
10.07.2020;Śląskie;2028
10.07.2020;Świętokrzyskie;419
10.07.2020;Warmińsko-Mazurskie;426
10.07.2020;Wielkopolskie;2072
10.07.2020;Zachodniopomorskie;962
11.07.2020;Dolnośląskie;1066
11.07.2020;Kujawsko-Pomorskie;1025
11.07.2020;Lubelskie;907
11.07.2020;Lubuskie;207
11.07.2020;Łódzkie;1243
11.07.2020;Małopolskie;1719
11.07.2020;Mazowieckie;2975
11.07.2020;Opolskie;163
11.07.2020;Podkarpackie;445
11.07.2020;Podlaskie;263
11.07.2020;Pomorskie;1430
11.07.2020;Śląskie;1460
11.07.2020;Świętokrzyskie;271
11.07.2020;Warmińsko-Mazurskie;341
11.07.2020;Wielkopolskie;1911
11.07.2020;Zachodniopomorskie;711
12.07.2020;Dolnośląskie;670
12.07.2020;Kujawsko-Pomorskie;497
12.07.2020;Lubelskie;713
12.07.2020;Lubuskie;225
12.07.2020;Łódzkie;469
12.07.2020;Małopolskie;836
12.07.2020;Mazowieckie;1719
12.07.2020;Opolskie;147
12.07.2020;Podkarpackie;377
12.07.2020;Podlaskie;342
12.07.2020;Pomorskie;542
12.07.2020;Śląskie;839
12.07.2020;Świętokrzyskie;135
12.07.2020;Warmińsko-Mazurskie;112
12.07.2020;Wielkopolskie;1566
12.07.2020;Zachodniopomorskie;484
13.07.2020;Dolnośląskie;1157
13.07.2020;Kujawsko-Pomorskie;1220
13.07.2020;Lubelskie;741
13.07.2020;Lubuskie;329
13.07.2020;Łódzkie;1320
13.07.2020;Małopolskie;908
13.07.2020;Mazowieckie;2439
13.07.2020;Opolskie;103
13.07.2020;Podkarpackie;281
13.07.2020;Podlaskie;612
13.07.2020;Pomorskie;876
13.07.2020;Śląskie;1469
13.07.2020;Świętokrzyskie;552
13.07.2020;Warmińsko-Mazurskie;332
13.07.2020;Wielkopolskie;895
13.07.2020;Zachodniopomorskie;785
14.07.2020;Dolnośląskie;1762
14.07.2020;Kujawsko-Pomorskie;1053
14.07.2020;Lubelskie;1213
14.07.2020;Lubuskie;274
14.07.2020;Łódzkie;1705
14.07.2020;Małopolskie;2117
14.07.2020;Mazowieckie;3534
14.07.2020;Opolskie;223
14.07.2020;Podkarpackie;438
14.07.2020;Podlaskie;612
14.07.2020;Pomorskie;1607
14.07.2020;Śląskie;2285
14.07.2020;Świętokrzyskie;467
14.07.2020;Warmińsko-Mazurskie;488
14.07.2020;Wielkopolskie;1549
14.07.2020;Zachodniopomorskie;1192
15.07.2020;Dolnośląskie;1653
15.07.2020;Kujawsko-Pomorskie;1084
15.07.2020;Lubelskie;942
15.07.2020;Lubuskie;325
15.07.2020;Łódzkie;1660
15.07.2020;Małopolskie;1608
15.07.2020;Mazowieckie;5504
15.07.2020;Opolskie;187
15.07.2020;Podkarpackie;514
15.07.2020;Podlaskie;496
15.07.2020;Pomorskie;1797
15.07.2020;Śląskie;2668
15.07.2020;Świętokrzyskie;503
15.07.2020;Warmińsko-Mazurskie;360
15.07.2020;Wielkopolskie;1518
15.07.2020;Zachodniopomorskie;978
16.07.2020;Dolnośląskie;1578
16.07.2020;Kujawsko-Pomorskie;987
16.07.2020;Lubelskie;900
16.07.2020;Lubuskie;285
16.07.2020;Łódzkie;1447
16.07.2020;Małopolskie;1959
16.07.2020;Mazowieckie;4520
16.07.2020;Opolskie;175
16.07.2020;Podkarpackie;842
16.07.2020;Podlaskie;522
16.07.2020;Pomorskie;1099
16.07.2020;Śląskie;2418
16.07.2020;Świętokrzyskie;356
16.07.2020;Warmińsko-Mazurskie;505
16.07.2020;Wielkopolskie;1759
16.07.2020;Zachodniopomorskie;868
17.07.2020;Dolnośląskie;1583
17.07.2020;Kujawsko-Pomorskie;943
17.07.2020;Lubelskie;837
17.07.2020;Lubuskie;259
17.07.2020;Łódzkie;1844
17.07.2020;Małopolskie;1950
17.07.2020;Mazowieckie;4866
17.07.2020;Opolskie;165
17.07.2020;Podkarpackie;658
17.07.2020;Podlaskie;540
17.07.2020;Pomorskie;1294
17.07.2020;Śląskie;2496
17.07.2020;Świętokrzyskie;494
17.07.2020;Warmińsko-Mazurskie;469
17.07.2020;Wielkopolskie;2246
17.07.2020;Zachodniopomorskie;912
18.07.2020;Dolnośląskie;1376
18.07.2020;Kujawsko-Pomorskie;666
18.07.2020;Lubelskie;1016
18.07.2020;Lubuskie;213
18.07.2020;Łódzkie;985
18.07.2020;Małopolskie;2103
18.07.2020;Mazowieckie;2767
18.07.2020;Opolskie;162
18.07.2020;Podkarpackie;451
18.07.2020;Podlaskie;181
18.07.2020;Pomorskie;1435
18.07.2020;Śląskie;1711
18.07.2020;Świętokrzyskie;456
18.07.2020;Warmińsko-Mazurskie;430
18.07.2020;Wielkopolskie;1525
18.07.2020;Zachodniopomorskie;1000
19.07.2020;Dolnośląskie;533
19.07.2020;Kujawsko-Pomorskie;631
19.07.2020;Lubelskie;418
19.07.2020;Lubuskie;187
19.07.2020;Łódzkie;567
19.07.2020;Małopolskie;1098
19.07.2020;Mazowieckie;1716
19.07.2020;Opolskie;171
19.07.2020;Podkarpackie;319
19.07.2020;Podlaskie;218
19.07.2020;Pomorskie;635
19.07.2020;Śląskie;875
19.07.2020;Świętokrzyskie;205
19.07.2020;Warmińsko-Mazurskie;208
19.07.2020;Wielkopolskie;1314
19.07.2020;Zachodniopomorskie;517
20.07.2020;Dolnośląskie;1058
20.07.2020;Kujawsko-Pomorskie;799
20.07.2020;Lubelskie;547
20.07.2020;Lubuskie;240
20.07.2020;Łódzkie;1289
20.07.2020;Małopolskie;1601
20.07.2020;Mazowieckie;2819
20.07.2020;Opolskie;107
20.07.2020;Podkarpackie;238
20.07.2020;Podlaskie;464
20.07.2020;Pomorskie;847
20.07.2020;Śląskie;1451
20.07.2020;Świętokrzyskie;435
20.07.2020;Warmińsko-Mazurskie;494
20.07.2020;Wielkopolskie;1064
20.07.2020;Zachodniopomorskie;815
21.07.2020;Dolnośląskie;1935
21.07.2020;Kujawsko-Pomorskie;1241
21.07.2020;Lubelskie;860
21.07.2020;Lubuskie;325
21.07.2020;Łódzkie;1864
21.07.2020;Małopolskie;2012
21.07.2020;Mazowieckie;3907
21.07.2020;Opolskie;228
21.07.2020;Podkarpackie;554
21.07.2020;Podlaskie;376
21.07.2020;Pomorskie;1566
21.07.2020;Śląskie;1865
21.07.2020;Świętokrzyskie;547
21.07.2020;Warmińsko-Mazurskie;563
21.07.2020;Wielkopolskie;962
21.07.2020;Zachodniopomorskie;1049
22.07.2020;Dolnośląskie;1807
22.07.2020;Kujawsko-Pomorskie;747
22.07.2020;Lubelskie;746
22.07.2020;Lubuskie;258
22.07.2020;Łódzkie;1414
22.07.2020;Małopolskie;2221
22.07.2020;Mazowieckie;4598
22.07.2020;Opolskie;197
22.07.2020;Podkarpackie;324
22.07.2020;Podlaskie;459
22.07.2020;Pomorskie;1436
22.07.2020;Śląskie;2762
22.07.2020;Świętokrzyskie;410
22.07.2020;Warmińsko-Mazurskie;563
22.07.2020;Wielkopolskie;1671
22.07.2020;Zachodniopomorskie;1174
23.07.2020;Dolnośląskie;1505
23.07.2020;Kujawsko-Pomorskie;1091
23.07.2020;Lubelskie;751
23.07.2020;Lubuskie;222
23.07.2020;Łódzkie;1619
23.07.2020;Małopolskie;2415
23.07.2020;Mazowieckie;4448
23.07.2020;Opolskie;192
23.07.2020;Podkarpackie;449
23.07.2020;Podlaskie;294
23.07.2020;Pomorskie;1669
23.07.2020;Śląskie;1915
23.07.2020;Świętokrzyskie;470
23.07.2020;Warmińsko-Mazurskie;350
23.07.2020;Wielkopolskie;1622
23.07.2020;Zachodniopomorskie;1095
24.07.2020;Dolnośląskie;1769
24.07.2020;Kujawsko-Pomorskie;1175
24.07.2020;Lubelskie;732
24.07.2020;Lubuskie;178
24.07.2020;Łódzkie;1582
24.07.2020;Małopolskie;1996
24.07.2020;Mazowieckie;4151
24.07.2020;Opolskie;177
24.07.2020;Podkarpackie;467
24.07.2020;Podlaskie;383
24.07.2020;Pomorskie;1449
24.07.2020;Śląskie;2143
24.07.2020;Świętokrzyskie;584
24.07.2020;Warmińsko-Mazurskie;512
24.07.2020;Wielkopolskie;1729
24.07.2020;Zachodniopomorskie;891
25.07.2020;Dolnośląskie;1398
25.07.2020;Kujawsko-Pomorskie;1146
25.07.2020;Lubelskie;885
25.07.2020;Lubuskie;187
25.07.2020;Łódzkie;1199
25.07.2020;Małopolskie;2640
25.07.2020;Mazowieckie;3346
25.07.2020;Opolskie;180
25.07.2020;Podkarpackie;309
25.07.2020;Podlaskie;215
25.07.2020;Pomorskie;1495
25.07.2020;Śląskie;1640
25.07.2020;Świętokrzyskie;338
25.07.2020;Warmińsko-Mazurskie;438
25.07.2020;Wielkopolskie;1539
25.07.2020;Zachodniopomorskie;929
26.07.2020;Dolnośląskie;527
26.07.2020;Kujawsko-Pomorskie;649
26.07.2020;Lubelskie;422
26.07.2020;Lubuskie;170
26.07.2020;Łódzkie;668
26.07.2020;Małopolskie;1814
26.07.2020;Mazowieckie;2513
26.07.2020;Opolskie;134
26.07.2020;Podkarpackie;374
26.07.2020;Podlaskie;348
26.07.2020;Pomorskie;1079
26.07.2020;Śląskie;1063
26.07.2020;Świętokrzyskie;181
26.07.2020;Warmińsko-Mazurskie;167
26.07.2020;Wielkopolskie;1058
26.07.2020;Zachodniopomorskie;679
27.07.2020;Dolnośląskie;1226
27.07.2020;Kujawsko-Pomorskie;783
27.07.2020;Lubelskie;719
27.07.2020;Lubuskie;257
27.07.2020;Łódzkie;1802
27.07.2020;Małopolskie;1001
27.07.2020;Mazowieckie;2610
27.07.2020;Opolskie;149
27.07.2020;Podkarpackie;486
27.07.2020;Podlaskie;504
27.07.2020;Pomorskie;1156
27.07.2020;Śląskie;1940
27.07.2020;Świętokrzyskie;447
27.07.2020;Warmińsko-Mazurskie;257
27.07.2020;Wielkopolskie;1280
27.07.2020;Zachodniopomorskie;796
28.07.2020;Dolnośląskie;2155
28.07.2020;Kujawsko-Pomorskie;1329
28.07.2020;Lubelskie;1096
28.07.2020;Lubuskie;213
28.07.2020;Łódzkie;1785
28.07.2020;Małopolskie;2181
28.07.2020;Mazowieckie;4795
28.07.2020;Opolskie;261
28.07.2020;Podkarpackie;451
28.07.2020;Podlaskie;491
28.07.2020;Pomorskie;2000
28.07.2020;Śląskie;2914
28.07.2020;Świętokrzyskie;560
28.07.2020;Warmińsko-Mazurskie;725
28.07.2020;Wielkopolskie;1224
28.07.2020;Zachodniopomorskie;1183
29.07.2020;Dolnośląskie;1717
29.07.2020;Kujawsko-Pomorskie;1201
29.07.2020;Lubelskie;802
29.07.2020;Lubuskie;204
29.07.2020;Łódzkie;1452
29.07.2020;Małopolskie;2569
29.07.2020;Mazowieckie;5076
29.07.2020;Opolskie;215
29.07.2020;Podkarpackie;444
29.07.2020;Podlaskie;448
29.07.2020;Pomorskie;1878
29.07.2020;Śląskie;3506
29.07.2020;Świętokrzyskie;459
29.07.2020;Warmińsko-Mazurskie;536
29.07.2020;Wielkopolskie;1780
29.07.2020;Zachodniopomorskie;1187
30.07.2020;Dolnośląskie;1971
30.07.2020;Kujawsko-Pomorskie;1149
30.07.2020;Lubelskie;841
30.07.2020;Lubuskie;325
30.07.2020;Łódzkie;1599
30.07.2020;Małopolskie;2434
30.07.2020;Mazowieckie;4894
30.07.2020;Opolskie;193
30.07.2020;Podkarpackie;494
30.07.2020;Podlaskie;402
30.07.2020;Pomorskie;1456
30.07.2020;Śląskie;2998
30.07.2020;Świętokrzyskie;633
30.07.2020;Warmińsko-Mazurskie;623
30.07.2020;Wielkopolskie;2107
30.07.2020;Zachodniopomorskie;1243
31.07.2020;Dolnośląskie;1812
